metric_name,timestamp,datetime,value
huawei.graph_variance,1530191550,2018-06-28 13:12:30,6
huawei.graph_variance,1530191565,2018-06-28 13:12:45,6
huawei.graph_variance,1530191595,2018-06-28 13:13:15,0
huawei.graph_variance,1530191610,2018-06-28 13:13:30,0
huawei.graph_variance,1530191700,2018-06-28 13:15:00,12
huawei.graph_variance,1530191955,2018-06-28 13:19:15,10
huawei.graph_variance,1530191970,2018-06-28 13:19:30,12
huawei.graph_variance,1530191985,2018-06-28 13:19:45,10
huawei.graph_variance,1530192015,2018-06-28 13:20:15,0
huawei.graph_variance,1530192030,2018-06-28 13:20:30,0
huawei.graph_variance,1530192300,2018-06-28 13:25:00,7
huawei.graph_variance,1530192330,2018-06-28 13:25:30,3
huawei.graph_variance,1530192345,2018-06-28 13:25:45,3
huawei.graph_variance,1530192375,2018-06-28 13:26:15,4
huawei.graph_variance,1530192390,2018-06-28 13:26:30,6
huawei.graph_variance,1530192405,2018-06-28 13:26:45,3
huawei.graph_variance,1530192600,2018-06-28 13:30:00,12
huawei.graph_variance,1530192630,2018-06-28 13:30:30,6
huawei.graph_variance,1530192645,2018-06-28 13:30:45,6
huawei.graph_variance,1530192675,2018-06-28 13:31:15,5
huawei.graph_variance,1530192690,2018-06-28 13:31:30,5
huawei.graph_variance,1530192705,2018-06-28 13:31:45,2
huawei.graph_variance,1530192900,2018-06-28 13:35:00,7
huawei.graph_variance,1530192990,2018-06-28 13:36:30,4
huawei.graph_variance,1530193005,2018-06-28 13:36:45,4
huawei.graph_variance,1530193035,2018-06-28 13:37:15,5
huawei.graph_variance,1530193050,2018-06-28 13:37:30,5
huawei.graph_variance,1530193065,2018-06-28 13:37:45,0
huawei.graph_variance,1530193395,2018-06-28 13:43:15,4
huawei.graph_variance,1530193410,2018-06-28 13:43:30,6
huawei.graph_variance,1530193425,2018-06-28 13:43:45,5
huawei.graph_variance,1530193455,2018-06-28 13:44:15,0
huawei.graph_variance,1530193470,2018-06-28 13:44:30,0
huawei.graph_variance,1530193500,2018-06-28 13:45:00,10
huawei.graph_variance,1530193770,2018-06-28 13:49:30,3
huawei.graph_variance,1530193785,2018-06-28 13:49:45,3
huawei.graph_variance,1530193815,2018-06-28 13:50:15,3
huawei.graph_variance,1530193830,2018-06-28 13:50:30,3
huawei.graph_variance,1530193845,2018-06-28 13:50:45,0
huawei.graph_variance,1530194100,2018-06-28 13:55:00,8
huawei.graph_variance,1530194130,2018-06-28 13:55:30,1
huawei.graph_variance,1530194145,2018-06-28 13:55:45,1
huawei.graph_variance,1530194175,2018-06-28 13:56:15,1
huawei.graph_variance,1530194190,2018-06-28 13:56:30,7
huawei.graph_variance,1530194205,2018-06-28 13:56:45,7
huawei.graph_variance,1530194595,2018-06-28 14:03:15,0
huawei.graph_variance,1530194610,2018-06-28 14:03:30,5
huawei.graph_variance,1530194625,2018-06-28 14:03:45,4
huawei.graph_variance,1530194655,2018-06-28 14:04:15,3
huawei.graph_variance,1530194670,2018-06-28 14:04:30,3
huawei.graph_variance,1530194700,2018-06-28 14:05:00,5
huawei.graph_variance,1530195090,2018-06-28 14:11:30,1
huawei.graph_variance,1530195105,2018-06-28 14:11:45,1
huawei.graph_variance,1530195135,2018-06-28 14:12:15,1
huawei.graph_variance,1530195150,2018-06-28 14:12:30,10
huawei.graph_variance,1530195165,2018-06-28 14:12:45,10
huawei.graph_variance,1530195300,2018-06-28 14:15:00,12
huawei.graph_variance,1530195630,2018-06-28 14:20:30,0
huawei.graph_variance,1530195645,2018-06-28 14:20:45,0
huawei.graph_variance,1530195675,2018-06-28 14:21:15,5
huawei.graph_variance,1530195690,2018-06-28 14:21:30,5
huawei.graph_variance,1530195705,2018-06-28 14:21:45,0
huawei.graph_variance,1530195900,2018-06-28 14:25:00,7
huawei.graph_variance,1530196155,2018-06-28 14:29:15,-1
huawei.graph_variance,1530196170,2018-06-28 14:29:30,7
huawei.graph_variance,1530196185,2018-06-28 14:29:45,7
huawei.graph_variance,1530196200,2018-06-28 14:30:00,13
huawei.graph_variance,1530196215,2018-06-28 14:30:15,4
huawei.graph_variance,1530196230,2018-06-28 14:30:30,4
huawei.graph_variance,1530196500,2018-06-28 14:35:00,9
huawei.graph_variance,1530196695,2018-06-28 14:38:15,1
huawei.graph_variance,1530196710,2018-06-28 14:38:30,9
huawei.graph_variance,1530196725,2018-06-28 14:38:45,9
huawei.graph_variance,1530196755,2018-06-28 14:39:15,2
huawei.graph_variance,1530196770,2018-06-28 14:39:30,2
huawei.graph_variance,1530196995,2018-06-28 14:43:15,2
huawei.graph_variance,1530197010,2018-06-28 14:43:30,5
huawei.graph_variance,1530197025,2018-06-28 14:43:45,5
huawei.graph_variance,1530197055,2018-06-28 14:44:15,0
huawei.graph_variance,1530197070,2018-06-28 14:44:30,0
huawei.graph_variance,1530197100,2018-06-28 14:45:00,10
huawei.graph_variance,1530197250,2018-06-28 14:47:30,-1
huawei.graph_variance,1530197265,2018-06-28 14:47:45,-1
huawei.graph_variance,1530197295,2018-06-28 14:48:15,5
huawei.graph_variance,1530197310,2018-06-28 14:48:30,6
huawei.graph_variance,1530197325,2018-06-28 14:48:45,3
huawei.graph_variance,1530197550,2018-06-28 14:52:30,4
huawei.graph_variance,1530197565,2018-06-28 14:52:45,4
huawei.graph_variance,1530197595,2018-06-28 14:53:15,5
huawei.graph_variance,1530197610,2018-06-28 14:53:30,5
huawei.graph_variance,1530197625,2018-06-28 14:53:45,0
huawei.graph_variance,1530197700,2018-06-28 14:55:00,6
huawei.graph_variance,1530197910,2018-06-28 14:58:30,1
huawei.graph_variance,1530197925,2018-06-28 14:58:45,1
huawei.graph_variance,1530197955,2018-06-28 14:59:15,5
huawei.graph_variance,1530197970,2018-06-28 14:59:30,6
huawei.graph_variance,1530197985,2018-06-28 14:59:45,4
huawei.graph_variance,1530198300,2018-06-28 15:05:00,4
huawei.graph_variance,1530198495,2018-06-28 15:08:15,1
huawei.graph_variance,1530198510,2018-06-28 15:08:30,1
huawei.graph_variance,1530198525,2018-06-28 15:08:45,1
huawei.graph_variance,1530198555,2018-06-28 15:09:15,4
huawei.graph_variance,1530198570,2018-06-28 15:09:30,4
huawei.graph_variance,1530198900,2018-06-28 15:15:00,5
huawei.graph_variance,1530198915,2018-06-28 15:15:15,1
huawei.graph_variance,1530198930,2018-06-28 15:15:30,2
huawei.graph_variance,1530198945,2018-06-28 15:15:45,2
huawei.graph_variance,1530198975,2018-06-28 15:16:15,-1
huawei.graph_variance,1530198990,2018-06-28 15:16:30,-1
huawei.graph_variance,1530199230,2018-06-28 15:20:30,5
huawei.graph_variance,1530199245,2018-06-28 15:20:45,5
huawei.graph_variance,1530199275,2018-06-28 15:21:15,2
huawei.graph_variance,1530199290,2018-06-28 15:21:30,2
huawei.graph_variance,1530199305,2018-06-28 15:21:45,-1
huawei.graph_variance,1530199500,2018-06-28 15:25:00,5
huawei.graph_variance,1530199575,2018-06-28 15:26:15,-1
huawei.graph_variance,1530199590,2018-06-28 15:26:30,3
huawei.graph_variance,1530199605,2018-06-28 15:26:45,3
huawei.graph_variance,1530199635,2018-06-28 15:27:15,1
huawei.graph_variance,1530199650,2018-06-28 15:27:30,1
huawei.graph_variance,1530199800,2018-06-28 15:30:00,8
huawei.graph_variance,1530199950,2018-06-28 15:32:30,2
huawei.graph_variance,1530199965,2018-06-28 15:32:45,2
huawei.graph_variance,1530199995,2018-06-28 15:33:15,1
huawei.graph_variance,1530200010,2018-06-28 15:33:30,2
huawei.graph_variance,1530200025,2018-06-28 15:33:45,2
huawei.graph_variance,1530200100,2018-06-28 15:35:00,2
huawei.graph_variance,1530200370,2018-06-28 15:39:30,1
huawei.graph_variance,1530200385,2018-06-28 15:39:45,1
huawei.graph_variance,1530200415,2018-06-28 15:40:15,3
huawei.graph_variance,1530200430,2018-06-28 15:40:30,5
huawei.graph_variance,1530200445,2018-06-28 15:40:45,4
huawei.graph_variance,1530200700,2018-06-28 15:45:00,8
huawei.graph_variance,1530200850,2018-06-28 15:47:30,4
huawei.graph_variance,1530200865,2018-06-28 15:47:45,4
huawei.graph_variance,1530200895,2018-06-28 15:48:15,6
huawei.graph_variance,1530200910,2018-06-28 15:48:30,7
huawei.graph_variance,1530200925,2018-06-28 15:48:45,2
huawei.graph_variance,1530201255,2018-06-28 15:54:15,0
huawei.graph_variance,1530201270,2018-06-28 15:54:30,3
huawei.graph_variance,1530201285,2018-06-28 15:54:45,3
huawei.graph_variance,1530201300,2018-06-28 15:55:00,3
huawei.graph_variance,1530201315,2018-06-28 15:55:15,-1
huawei.graph_variance,1530201330,2018-06-28 15:55:30,-1
huawei.graph_variance,1530201570,2018-06-28 15:59:30,-1
huawei.graph_variance,1530201585,2018-06-28 15:59:45,-1
huawei.graph_variance,1530201615,2018-06-28 16:00:15,5
huawei.graph_variance,1530201630,2018-06-28 16:00:30,7
huawei.graph_variance,1530201645,2018-06-28 16:00:45,6
huawei.graph_variance,1530201900,2018-06-28 16:05:00,7
huawei.graph_variance,1530201930,2018-06-28 16:05:30,0
huawei.graph_variance,1530201945,2018-06-28 16:05:45,0
huawei.graph_variance,1530201975,2018-06-28 16:06:15,3
huawei.graph_variance,1530201990,2018-06-28 16:06:30,4
huawei.graph_variance,1530202005,2018-06-28 16:06:45,3
huawei.graph_variance,1530202275,2018-06-28 16:11:15,1
huawei.graph_variance,1530202290,2018-06-28 16:11:30,5
huawei.graph_variance,1530202305,2018-06-28 16:11:45,4
huawei.graph_variance,1530202335,2018-06-28 16:12:15,3
huawei.graph_variance,1530202350,2018-06-28 16:12:30,3
huawei.graph_variance,1530202500,2018-06-28 16:15:00,7
huawei.graph_variance,1530202635,2018-06-28 16:17:15,0
huawei.graph_variance,1530202650,2018-06-28 16:17:30,2
huawei.graph_variance,1530202665,2018-06-28 16:17:45,2
huawei.graph_variance,1530202695,2018-06-28 16:18:15,1
huawei.graph_variance,1530202710,2018-06-28 16:18:30,1
huawei.graph_variance,1530203010,2018-06-28 16:23:30,4
huawei.graph_variance,1530203025,2018-06-28 16:23:45,4
huawei.graph_variance,1530203055,2018-06-28 16:24:15,4
huawei.graph_variance,1530203070,2018-06-28 16:24:30,4
huawei.graph_variance,1530203085,2018-06-28 16:24:45,2
huawei.graph_variance,1530203370,2018-06-28 16:29:30,2
huawei.graph_variance,1530203385,2018-06-28 16:29:45,2
huawei.graph_variance,1530203400,2018-06-28 16:30:00,8
huawei.graph_variance,1530203415,2018-06-28 16:30:15,3
huawei.graph_variance,1530203430,2018-06-28 16:30:30,5
huawei.graph_variance,1530203445,2018-06-28 16:30:45,2
huawei.graph_variance,1530203715,2018-06-28 16:35:15,3
