timestamp,value
1530137700,0.7194570302963257
1530138135,0.6114285588264465
1530138150,0.7049999833106995
1530138165,0.7777777910232544
1530138195,0.8571428656578064
1530138210,0.8571428656578064
1530138300,0.7194570302963257
1530138600,0.7194570302963257
1530140670,0.1504424810409546
1530140685,0.1504424810409546
1530140700,0.2874806821346283
1530140715,0.7659574747085571
1530140730,0.7906137108802795
1530140745,0.9285714030265808
1530141300,0.2874806821346283
1530142200,0.3925081491470337
1530143100,0.6405109763145447
1530143415,0.8235294222831726
1530143430,0.5698323845863342
1530143445,0.5276873111724854
1530143475,0.7736842036247253
1530143490,0.7736842036247253
1530143700,0.6405109763145447
1530145800,0.8145695328712463
1530146100,0.8145695328712463
1530146250,0.782608687877655
1530146265,0.782608687877655
1530146295,0.7460317611694336
1530146310,0.8285714387893677
1530146325,0.9523809552192688
1530146700,0.8145695328712463
1530177195,0.6610169410705566
1530177210,0.38942307233810425
1530177225,0.281879186630249
1530177300,0.3665158450603485
1530178200,0.24426807463169098
1530178275,0.305970162153244
1530178290,0.2768361568450928
1530178305,0.26700252294540405
1530178335,0.12827225029468536
1530178350,0.12827225029468536
1530178500,0.2146768867969513
1530179100,0.2146768867969513
1530181800,0.23559321463108063
1530182700,0.23559321463108063
1530182970,0.5686274766921997
1530182985,0.5686274766921997
1530183015,0.1355932205915451
1530183030,0.16598360240459442
1530183045,0.24626865983009338
1530183300,0.16598360240459442
1530184500,0.28956228494644165
1530184875,0.22680412232875824
1530184890,0.20628683269023895
1530184905,0.20145630836486816
1530184935,0.4005235731601715
1530184950,0.4005235731601715
1530185100,0.28956228494644165
1530185400,0.33296120166778564
1530185700,0.4938575029373169
1530185715,0.8205128312110901
1530185730,0.7788461446762085
1530185745,0.7252747416496277
1530185775,0.19597989320755005
1530185790,0.19597989320755005
1530186255,0.07395751029253006
1530186270,0.17847593128681183
1530186285,0.7688888907432556
1530186300,0.3473254144191742
1530186315,0.4285714328289032
1530186330,0.4285714328289032
1530186795,0.3913043439388275
1530186810,0.5038167834281921
1530186825,0.5277777910232544
1530186855,0.4467005133628845
1530186870,0.4467005133628845
1530186900,0.5963541865348816
1530187095,1.0
1530187110,0.4848484992980957
1530187125,0.4654088020324707
1530187155,0.8145454525947571
1530187170,0.8145454525947571
1530187500,0.6024691462516785
1530187650,0.3333333432674408
1530187665,0.3333333432674408
1530187695,0.3108808398246765
1530187710,0.6149870753288269
1530187725,0.9175257682800293
1530188100,0.6170212626457214
1530188550,0.47727271914482117
1530188565,0.47727271914482117
1530188595,0.7301587462425232
1530188610,0.6473551392555237
1530188625,0.32926830649375916
1530188700,0.6303854584693909
1530189000,0.45749542117118835
1530189300,0.3636363744735718
1530189555,0.232026144862175
1530189570,0.3636363744735718
1530189585,0.6413792967796326
1530189615,0.3410138189792633
1530189630,0.3410138189792633
1530189900,0.3569299578666687
1530190500,0.357566773891449
1530190575,0.20972643792629242
1530190590,0.3591654300689697
1530190605,0.5029239654541016
1530191100,0.7321428656578064
1530191130,0.5
1530191145,0.5
1530191175,0.675000011920929
1530191190,0.7708333134651184
1530191205,0.8392857313156128
1530191535,0.7317073345184326
1530191550,0.6568364500999451
1530191565,0.6357388496398926
1530191595,0.0833333358168602
1530191610,0.0833333358168602
1530191700,0.5525686740875244
1530191955,0.21912351250648499
1530191970,0.3808000087738037
1530191985,0.4893048107624054
1530192015,0.5
1530192030,0.5
1530192300,0.6348684430122375
1530192330,1.0
1530192345,1.0
1530192375,0.5843373537063599
1530192390,0.6058394312858582
1530192405,0.6388888955116272
1530192600,0.603091299533844
1530192630,0.47191011905670166
1530192645,0.47191011905670166
1530192675,0.5538461804389954
1530192690,0.6847826242446899
1530192705,1.0
1530192900,0.6494688987731934
1530192990,0.8866994976997375
1530193005,0.8866994976997375
1530193035,0.6410256624221802
1530193050,0.6082473993301392
1530193065,0.4736842215061188
1530193395,0.4390243887901306
1530193410,0.5817409753799438
1530193425,0.6579804420471191
1530193455,0.6666666865348816
1530193470,0.6666666865348816
1530193500,0.6512820720672607
1530193770,0.8776595592498779
1530193785,0.8776595592498779
1530193815,0.6507936716079712
1530193830,0.6740740537643433
1530193845,1.0
1530194100,0.6308411359786987
1530194130,0.782608687877655
1530194145,0.782608687877655
1530194175,0.7706422209739685
1530194190,0.5580357313156128
1530194205,0.35652172565460205
1530194595,0.75
1530194610,0.5517241358757019
1530194625,0.5123966932296753
1530194655,0.11786508560180664
1530194670,0.11786508560180664
1530194700,0.15997321903705597
