timestamp,value
1530137700,758.0
1530138135,271.0
1530138150,676.0
1530138165,405.0
1530138195,82.0
1530138210,82.0
1530138300,758.0
1530138600,758.0
1530140670,878.0
1530140685,878.0
1530140700,1366.0
1530140715,418.0
1530140730,488.0
1530140745,70.0
1530141300,1366.0
1530142200,2228.0
1530143100,862.0
1530143415,89.0
1530143430,502.0
1530143445,413.0
1530143475,360.0
1530143490,360.0
1530143700,862.0
1530145800,819.0
1530146100,819.0
1530146250,242.0
1530146265,242.0
1530146295,355.0
1530146310,577.0
1530146325,222.0
1530146700,819.0
1530149400,7.0
1530150015,5.0
1530150030,5.0
1530150075,1.0
1530150090,1.0
1530150300,7.0
1530150735,1.0
1530150750,1.0
1530150900,1.0
1530151215,10.0
1530151230,15.0
1530151245,5.0
1530151500,15.0
1530152100,35.0
1530152415,15.0
1530152430,20.0
1530152445,5.0
1530152700,20.0
1530153000,46.0
1530153150,1.0
1530153165,1.0
1530153300,1.0
1530153615,10.0
1530153630,10.0
1530153900,11.0
1530154815,15.0
1530154830,30.0
1530154845,15.0
1530155100,30.0
1530155700,52.0
1530156015,22.0
1530156030,22.0
1530156300,22.0
1530156600,78.0
1530157215,20.0
1530157230,25.0
1530157245,5.0
1530157500,26.0
1530158070,1.0
1530158085,1.0
1530158100,1.0
1530158415,30.0
1530158430,30.0
1530158700,30.0
1530159300,40.0
1530159615,5.0
1530159630,10.0
1530159645,5.0
1530159900,10.0
1530160200,59.0
1530160815,10.0
1530160830,16.0
1530160845,6.0
1530161100,19.0
1530161175,1.0
1530161190,1.0
1530161310,1.0
1530161325,1.0
1530161700,1.0
1530161775,1.0
1530161790,1.0
1530162015,5.0
1530162030,16.0
1530162045,11.0
1530162150,1.0
1530162165,1.0
1530162300,17.0
1530162900,37.0
1530163215,10.0
1530163230,20.0
1530163245,10.0
1530163500,20.0
1530163800,62.0
1530164415,20.0
1530164430,25.0
1530164445,5.0
1530164700,25.0
1530165615,15.0
1530165630,35.0
1530165645,20.0
1530165900,35.0
1530166455,1.0
1530166470,1.0
1530166500,47.0
1530166815,5.0
1530166830,5.0
1530166875,1.0
1530166890,1.0
1530166935,1.0
1530166950,1.0
1530167070,1.0
1530167085,1.0
1530167100,11.0
1530167115,1.0
1530167130,1.0
1530167190,1.0
1530167205,1.0
1530167310,1.0
1530167325,1.0
1530167400,53.0
1530168015,6.0
1530168030,6.0
1530168300,6.0
1530169215,10.0
1530169230,10.0
1530169335,1.0
1530169350,1.0
1530169500,12.0
1530169530,1.0
1530169545,1.0
1530170100,51.0
1530170175,1.0
1530170190,1.0
1530170310,1.0
1530170325,1.0
1530170415,26.0
1530170430,36.0
1530170445,10.0
1530170700,37.0
1530170955,1.0
1530170970,1.0
1530171000,59.0
1530171615,5.0
1530171630,5.0
1530171795,1.0
1530171810,1.0
1530171900,8.0
1530171975,1.0
1530171990,1.0
1530172290,1.0
1530172305,1.0
1530172500,1.0
1530172815,20.0
1530172830,20.0
1530173100,21.0
1530173235,1.0
1530173250,1.0
1530173415,1.0
1530173430,1.0
1530173700,28.0
1530173895,1.0
1530173910,1.0
1530174015,5.0
1530174030,5.0
1530174300,5.0
1530174600,41.0
1530174795,1.0
1530174810,1.0
1530174900,1.0
1530175215,11.0
1530175230,11.0
1530175500,13.0
1530176100,1.0
1530176370,1.0
1530176385,1.0
1530176415,5.0
1530176430,10.0
1530176445,5.0
1530176700,11.0
1530176790,1.0
1530176805,1.0
1530177015,1.0
1530177030,1.0
1530177135,1.0
1530177150,1.0
1530177195,87.0
1530177210,226.0
1530177225,139.0
1530177300,239.0
1530178200,905.0
1530178275,93.0
1530178290,431.0
1530178305,338.0
1530178335,235.0
1530178350,235.0
1530178500,666.0
1530179100,666.0
1530181800,561.0
1530182700,561.0
1530182970,184.0
1530182985,184.0
1530183015,262.0
1530183030,377.0
1530183045,115.0
1530183300,377.0
1530184500,817.0
1530184875,91.0
1530184890,448.0
1530184905,357.0
1530184935,369.0
1530184950,369.0
1530185100,817.0
1530185400,3734.0
1530185700,549.0
1530185715,205.0
1530185730,383.0
1530185745,178.0
1530185775,166.0
1530185790,166.0
1530186255,809.0
1530186270,1223.0
1530186285,414.0
1530186300,2917.0
1530186315,59.0
1530186330,59.0
1530186795,21.0
1530186810,215.0
1530186825,194.0
1530186855,244.0
1530186870,244.0
1530186900,1086.0
1530187095,10.0
1530187110,178.0
1530187125,168.0
1530187155,449.0
1530187170,449.0
1530187500,622.0
1530187650,44.0
1530187665,44.0
1530187695,230.0
1530187710,578.0
1530187725,348.0
1530188100,1482.0
1530188550,90.0
1530188565,90.0
1530188595,607.0
1530188610,770.0
1530188625,163.0
1530188700,860.0
1530189000,2934.0
1530189300,483.0
1530189555,238.0
1530189570,483.0
1530189585,245.0
1530189615,191.0
1530189630,191.0
1530189900,1452.0
1530190500,778.0
1530190530,5.0
1530190545,5.0
1530190575,326.0
1530190590,773.0
1530190605,447.0
1530191100,607.0
1530191130,120.0
1530191145,120.0
1530191175,209.0
1530191190,487.0
1530191205,278.0
1530191535,188.0
1530191550,688.0
1530191565,500.0
1530191595,34.0
1530191610,34.0
1530191700,2601.0
1530191955,193.0
1530191970,704.0
1530191985,511.0
1530192015,10.0
1530192030,10.0
1530192300,568.0
1530192330,40.0
1530192345,40.0
1530192375,268.0
1530192390,518.0
1530192405,250.0
1530192600,5207.0
1530192630,409.0
1530192645,409.0
1530192675,145.0
1530192690,190.0
1530192705,45.0
1530192900,1122.0
1530192990,367.0
1530193005,367.0
1530193035,123.0
1530193050,156.0
1530193065,33.0
1530193395,211.0
1530193410,545.0
1530193425,334.0
1530193455,15.0
1530193470,15.0
1530193500,2606.0
1530193770,306.0
1530193785,306.0
1530193815,219.0
1530193830,234.0
1530193845,15.0
1530194100,618.0
1530194130,108.0
1530194145,108.0
1530194175,179.0
1530194190,276.0
1530194205,97.0
1530194595,53.0
1530194610,248.0
1530194625,195.0
1530194655,988.0
1530194670,988.0
1530194700,1236.0
1530195090,45.0
1530195105,45.0
1530195135,144.0
1530195150,466.0
1530195165,322.0
1530195300,2886.0
1530195630,50.0
1530195645,50.0
1530195675,452.0
1530195690,567.0
1530195705,115.0
1530195900,1139.0
1530196155,75.0
1530196170,522.0
1530196185,447.0
1530196200,6001.0
1530196215,477.0
1530196230,477.0
1530196500,1172.0
1530196695,149.0
1530196710,516.0
1530196725,367.0
1530196755,179.0
1530196770,179.0
1530196995,78.0
1530197010,436.0
1530197025,358.0
1530197055,112.0
1530197070,112.0
1530197100,3115.0
1530197250,5.0
1530197265,5.0
1530197295,138.0
1530197310,432.0
1530197325,294.0
1530197550,187.0
1530197565,187.0
1530197595,101.0
1530197610,201.0
1530197625,100.0
1530197700,958.0
1530197910,60.0
1530197925,60.0
1530197955,253.0
