timestamp,value
1530137700,450.0
1530138135,163.0
1530138150,402.0
1530138165,239.0
1530138195,48.0
1530138210,48.0
1530138300,450.0
1530138600,450.0
1530140670,515.0
1530140685,515.0
1530140700,805.0
1530140715,248.0
1530140730,290.0
1530140745,42.0
1530141300,805.0
1530142200,1312.0
1530143100,507.0
1530143415,53.0
1530143430,296.0
1530143445,243.0
1530143475,211.0
1530143490,211.0
1530143700,507.0
1530145800,485.0
1530146100,485.0
1530146250,144.0
1530146265,144.0
1530146295,209.0
1530146310,341.0
1530146325,132.0
1530146700,485.0
1530149400,5.0
1530150015,3.0
1530150030,3.0
1530150075,1.0
1530150090,1.0
1530150300,5.0
1530150735,1.0
1530150750,1.0
1530150900,1.0
1530151215,6.0
1530151230,9.0
1530151245,3.0
1530151500,9.0
1530152100,21.0
1530152415,9.0
1530152430,12.0
1530152445,3.0
1530152700,12.0
1530153000,28.0
1530153150,1.0
1530153165,1.0
1530153300,1.0
1530153615,6.0
1530153630,6.0
1530153900,7.0
1530154815,9.0
1530154830,18.0
1530154845,9.0
1530155100,18.0
1530155700,30.0
1530156015,12.0
1530156030,12.0
1530156300,12.0
1530156600,46.0
1530157215,12.0
1530157230,15.0
1530157245,3.0
1530157500,16.0
1530158070,1.0
1530158085,1.0
1530158100,1.0
1530158415,18.0
1530158430,18.0
1530158700,18.0
1530159300,24.0
1530159615,3.0
1530159630,6.0
1530159645,3.0
1530159900,6.0
1530160200,36.0
1530160815,6.0
1530160830,9.0
1530160845,3.0
1530161100,12.0
1530161175,1.0
1530161190,1.0
1530161310,1.0
1530161325,1.0
1530161700,1.0
1530161775,1.0
1530161790,1.0
1530162015,3.0
1530162030,9.0
1530162045,6.0
1530162150,1.0
1530162165,1.0
1530162300,10.0
1530162900,22.0
1530163215,6.0
1530163230,12.0
1530163245,6.0
1530163500,12.0
1530163800,37.0
1530164415,12.0
1530164430,15.0
1530164445,3.0
1530164700,15.0
1530165615,9.0
1530165630,21.0
1530165645,12.0
1530165900,21.0
1530166455,1.0
1530166470,1.0
1530166500,31.0
1530166815,3.0
1530166830,3.0
1530166875,1.0
1530166890,1.0
1530166935,1.0
1530166950,1.0
1530167070,1.0
1530167085,1.0
1530167100,9.0
1530167115,1.0
1530167130,1.0
1530167190,1.0
1530167205,1.0
1530167310,1.0
1530167325,1.0
1530167400,35.0
1530168015,4.0
1530168030,4.0
1530168300,4.0
1530169215,6.0
1530169230,6.0
1530169335,1.0
1530169350,1.0
1530169500,8.0
1530169530,1.0
1530169545,1.0
1530170100,32.0
1530170175,1.0
1530170190,1.0
1530170310,1.0
1530170325,1.0
1530170415,15.0
1530170430,21.0
1530170445,6.0
1530170700,22.0
1530170955,1.0
1530170970,1.0
1530171000,38.0
1530171615,3.0
1530171630,3.0
1530171795,1.0
1530171810,1.0
1530171900,6.0
1530171975,1.0
1530171990,1.0
1530172290,1.0
1530172305,1.0
1530172500,1.0
1530172815,12.0
1530172830,12.0
1530173100,13.0
1530173235,1.0
1530173250,1.0
1530173415,1.0
1530173430,1.0
1530173700,18.0
1530173895,1.0
1530173910,1.0
1530174015,3.0
1530174030,3.0
1530174300,3.0
1530174600,26.0
1530174795,1.0
1530174810,1.0
1530174900,1.0
1530175215,6.0
1530175230,6.0
1530175500,8.0
1530176100,1.0
1530176370,1.0
1530176385,1.0
1530176415,3.0
1530176430,6.0
1530176445,3.0
1530176700,7.0
1530176790,1.0
1530176805,1.0
1530177015,1.0
1530177030,1.0
1530177135,1.0
1530177150,1.0
1530177195,53.0
1530177210,133.0
1530177225,80.0
1530177300,142.0
1530178200,526.0
1530178275,55.0
1530178290,251.0
1530178305,196.0
1530178335,133.0
1530178350,133.0
1530178500,384.0
1530179100,384.0
1530181800,319.0
1530182700,319.0
1530182970,106.0
1530182985,106.0
1530183015,146.0
1530183030,213.0
1530183045,67.0
1530183300,213.0
1530184500,472.0
1530184875,52.0
1530184890,256.0
1530184905,204.0
1530184935,216.0
1530184950,216.0
1530185100,472.0
1530185400,2164.0
1530185700,318.0
1530185715,120.0
1530185730,223.0
1530185745,103.0
1530185775,95.0
1530185790,95.0
1530186255,468.0
1530186270,708.0
1530186285,240.0
1530186300,1692.0
1530186315,33.0
1530186330,33.0
1530186795,13.0
1530186810,123.0
1530186825,110.0
1530186855,141.0
1530186870,141.0
1530186900,633.0
1530187095,6.0
1530187110,103.0
1530187125,97.0
1530187155,266.0
1530187170,266.0
1530187500,362.0
1530187650,25.0
1530187665,25.0
1530187695,131.0
1530187710,337.0
1530187725,206.0
1530188100,857.0
1530188550,51.0
1530188565,51.0
1530188595,351.0
1530188610,444.0
1530188625,93.0
1530188700,495.0
1530189000,1697.0
1530189300,279.0
1530189555,137.0
1530189570,279.0
1530189585,142.0
1530189615,112.0
1530189630,112.0
1530189900,840.0
1530190500,449.0
1530190530,3.0
1530190545,3.0
1530190575,184.0
1530190590,446.0
1530190605,262.0
1530191100,353.0
1530191130,68.0
1530191145,68.0
1530191175,121.0
1530191190,285.0
1530191205,164.0
1530191535,107.0
1530191550,395.0
1530191565,288.0
1530191595,19.0
1530191610,19.0
1530191700,1499.0
1530191955,111.0
1530191970,407.0
1530191985,296.0
1530192015,6.0
1530192030,6.0
1530192300,325.0
1530192330,24.0
1530192345,24.0
1530192375,154.0
1530192390,295.0
1530192405,141.0
1530192600,3024.0
1530192630,236.0
1530192645,236.0
1530192675,80.0
1530192690,107.0
1530192705,27.0
1530192900,649.0
1530192990,217.0
1530193005,217.0
1530193035,70.0
1530193050,89.0
1530193065,19.0
1530193395,122.0
1530193410,321.0
1530193425,199.0
1530193455,9.0
1530193470,9.0
1530193500,1525.0
1530193770,181.0
1530193785,181.0
1530193815,128.0
1530193830,137.0
1530193845,9.0
1530194100,365.0
1530194130,64.0
1530194145,64.0
